user_id,recency,frequency,user_segment
1000684,1,10,高价值用户
1000686,1,1,一般用户
1000688,1,1,一般用户
1000694,1,3,高价值用户
1000696,1,0,一般用户
1000703,1,2,高价值用户
1000712,1,3,高价值用户
1000715,1,3,高价值用户
1000718,1,4,高价值用户
1000719,1,0,一般用户
1000722,1,1,一般用户
1000723,1,16,高价值用户
1000726,1,0,一般用户
1000727,1,1,一般用户
1000732,1,1,一般用户
1000735,1,3,高价值用户
1000738,1,1,一般用户
1000746,1,0,一般用户
1000749,1,2,高价值用户
100075,1,2,高价值用户
1000751,1,1,一般用户
1000757,1,0,一般用户
1000758,1,0,一般用户
1000760,1,0,一般用户
1000771,1,0,一般用户
1000772,1,1,一般用户
1000775,1,0,一般用户
1000789,1,0,一般用户
1000792,1,5,高价值用户
10008,2,3,高价值用户
1000801,1,0,一般用户
1000803,1,1,一般用户
1000807,1,5,高价值用户
1000810,1,1,一般用户
1000811,1,2,高价值用户
100083,1,0,一般用户
1000832,1,0,一般用户
1000836,1,4,高价值用户
1000840,1,1,一般用户
1000856,1,3,高价值用户
1000857,1,1,一般用户
1000865,1,2,高价值用户
1000866,1,1,一般用户
1000867,1,1,一般用户
1000872,1,4,高价值用户
1000877,1,7,高价值用户
1000878,1,4,高价值用户
100088,1,2,高价值用户
1000882,1,0,一般用户
1000887,1,0,一般用户
1000889,1,0,一般用户
1000896,1,2,高价值用户
10009,1,10,高价值用户
100091,1,3,高价值用户
1000911,1,5,高价值用户
1000912,1,0,一般用户
1000916,1,2,高价值用户
1000919,1,1,一般用户
1000922,1,1,一般用户
1000923,1,1,一般用户
1000936,1,2,高价值用户
1000937,1,4,高价值用户
1000944,1,0,一般用户
100095,1,1,一般用户
1000957,1,0,一般用户
1000959,1,1,一般用户
1000962,1,3,高价值用户
1000964,1,1,一般用户
1000979,1,0,一般用户
1000984,1,1,一般用户
1000986,1,0,一般用户
1000994,1,0,一般用户
1001000,1,0,一般用户
1001005,1,2,高价值用户
1001009,1,3,高价值用户
100101,1,28,高价值用户
1001016,1,0,一般用户
1001017,1,2,高价值用户
1001018,1,1,一般用户
1001024,1,2,高价值用户
1001029,1,0,一般用户
100103,1,1,一般用户
1001048,1,1,一般用户
100105,1,3,高价值用户
1001054,1,6,高价值用户
1001065,1,4,高价值用户
100107,1,3,高价值用户
1001080,1,0,一般用户
1001081,1,5,高价值用户
1001088,1,2,高价值用户
100109,1,1,一般用户
1001091,1,0,一般用户
1001092,1,2,高价值用户
1001099,1,5,高价值用户
1001102,1,4,高价值用户
1001104,1,2,高价值用户
1001108,1,1,一般用户
1001120,1,4,高价值用户
1001121,1,1,一般用户
1001122,1,0,一般用户
1001127,1,0,一般用户
100113,1,3,高价值用户
1001130,1,0,一般用户
1001131,1,4,高价值用户
1001138,1,2,高价值用户
1001142,1,0,一般用户
1001145,1,5,高价值用户
1001148,1,1,一般用户
1001151,1,3,高价值用户
1001154,1,1,一般用户
100116,1,13,高价值用户
1001163,1,0,一般用户
1001185,1,2,高价值用户
1001186,1,4,高价值用户
1001195,1,0,一般用户
1001197,1,0,一般用户
1001199,1,10,高价值用户
1001201,1,2,高价值用户
1001204,1,0,一般用户
1001205,1,0,一般用户
1001216,1,0,一般用户
1001224,1,0,一般用户
1001227,1,0,一般用户
1001228,1,1,一般用户
1001230,1,2,高价值用户
1001232,1,4,高价值用户
1001235,1,4,高价值用户
1001241,1,6,高价值用户
1001248,1,3,高价值用户
100125,1,0,一般用户
1001265,1,1,一般用户
1001270,1,2,高价值用户
1001276,1,0,一般用户
100128,1,2,高价值用户
1001285,1,0,一般用户
1001291,1,0,一般用户
1001295,1,0,一般用户
1001296,1,0,一般用户
1001299,1,0,一般用户
10013,1,0,一般用户
1001301,1,1,一般用户
1001303,1,0,一般用户
1001305,1,15,高价值用户
1001309,1,0,一般用户
1001313,1,1,一般用户
1001315,1,0,一般用户
1001317,1,0,一般用户
1001324,1,0,一般用户
1001326,1,5,高价值用户
1001327,1,1,一般用户
1001334,1,0,一般用户
100134,1,14,高价值用户
1001346,1,1,一般用户
1001347,1,3,高价值用户
1001352,1,2,高价值用户
1001360,1,1,一般用户
1001365,1,0,一般用户
1001366,1,0,一般用户
1001368,1,0,一般用户
1001373,1,5,高价值用户
1001375,1,10,高价值用户
1001378,1,8,高价值用户
1001381,1,2,高价值用户
1001396,1,0,一般用户
1001399,1,0,一般用户
1001404,1,2,高价值用户
100141,1,2,高价值用户
1001419,1,7,高价值用户
1001420,1,3,高价值用户
1001421,1,2,高价值用户
1001437,1,0,一般用户
1001438,1,1,一般用户
1001441,1,2,高价值用户
1001444,1,3,高价值用户
1001448,1,0,一般用户
1001451,1,0,一般用户
1001460,1,1,一般用户
1001461,1,6,高价值用户
1001466,1,5,高价值用户
1001468,1,0,一般用户
1001472,1,5,高价值用户
1001482,1,1,一般用户
1001485,1,0,一般用户
1001489,1,1,一般用户
1001492,1,1,一般用户
1001500,1,0,一般用户
1001504,1,0,一般用户
1001512,1,1,一般用户
1001513,1,0,一般用户
1001521,1,1,一般用户
1001524,1,1,一般用户
1001525,1,0,一般用户
1001531,1,2,高价值用户
1001532,1,3,高价值用户
1001534,1,1,一般用户
1001537,1,8,高价值用户
1001543,1,1,一般用户
1001545,1,10,高价值用户
1001551,1,1,一般用户
1001556,1,0,一般用户
1001557,1,1,一般用户
1001562,1,2,高价值用户
1001566,1,7,高价值用户
1001569,1,2,高价值用户
1001572,1,0,一般用户
1001578,1,2,高价值用户
1001591,1,1,一般用户
1001596,2,4,高价值用户
1001601,1,2,高价值用户
1001606,1,1,一般用户
1001608,1,1,一般用户
1001618,1,1,一般用户
1001625,1,6,高价值用户
1001626,1,2,高价值用户
1001628,1,1,一般用户
1001629,1,9,高价值用户
100164,1,1,一般用户
1001641,1,2,高价值用户
1001642,1,0,一般用户
1001652,1,4,高价值用户
1001654,1,2,高价值用户
1001662,1,9,高价值用户
1001667,1,2,高价值用户
1001670,1,0,一般用户
1001673,1,2,高价值用户
1001676,1,3,高价值用户
1001686,1,1,一般用户
1001688,1,1,一般用户
1001689,1,1,一般用户
1001694,1,0,一般用户
1001696,1,0,一般用户
1001697,1,1,一般用户
1001700,1,2,高价值用户
1001711,1,5,高价值用户
1001727,1,0,一般用户
100173,1,8,高价值用户
1001737,1,3,高价值用户
1001744,1,1,一般用户
1001757,1,2,高价值用户
1001765,1,0,一般用户
1001769,1,3,高价值用户
100177,1,3,高价值用户
1001771,1,1,一般用户
1001774,1,0,一般用户
100178,1,0,一般用户
1001783,1,4,高价值用户
1001784,1,2,高价值用户
1001788,1,3,高价值用户
1001800,1,1,一般用户
1001803,1,2,高价值用户
1001804,1,4,高价值用户
1001809,1,1,一般用户
1001823,1,1,一般用户
1001829,1,4,高价值用户
100184,1,1,一般用户
1001840,1,0,一般用户
1001841,1,7,高价值用户
1001844,1,2,高价值用户
1001847,1,3,高价值用户
1001850,1,2,高价值用户
1001855,1,3,高价值用户
1001856,1,8,高价值用户
100186,1,5,高价值用户
1001860,1,4,高价值用户
1001866,1,15,高价值用户
1001867,1,0,一般用户
1001868,1,0,一般用户
1001870,1,2,高价值用户
1001872,1,2,高价值用户
1001873,2,0,一般用户
1001875,1,5,高价值用户
1001876,1,2,高价值用户
1001877,1,3,高价值用户
1001879,1,2,高价值用户
1001882,1,1,一般用户
1001891,1,2,高价值用户
1001902,1,2,高价值用户
1001903,1,1,一般用户
1001908,1,2,高价值用户
100191,1,5,高价值用户
1001910,1,0,一般用户
1001912,1,1,一般用户
1001915,1,5,高价值用户
1001917,1,3,高价值用户
1001920,1,3,高价值用户
1001921,1,6,高价值用户
1001934,2,0,一般用户
1001935,1,0,一般用户
1001944,1,4,高价值用户
1001946,1,1,一般用户
1001947,1,1,一般用户
1001952,1,2,高价值用户
1001967,1,3,高价值用户
100197,1,2,高价值用户
1001981,1,1,一般用户
1001982,1,2,高价值用户
1001984,1,0,一般用户
1001985,1,1,一般用户
1001988,1,4,高价值用户
100199,1,0,一般用户
10020,1,1,一般用户
1002001,1,0,一般用户
1002005,1,1,一般用户
1002010,1,1,一般用户
1002020,1,4,高价值用户
1002027,1,0,一般用户
1002031,1,16,高价值用户
1002032,1,4,高价值用户
1002034,1,5,高价值用户
100204,1,5,高价值用户
1002040,1,3,高价值用户
1002042,1,7,高价值用户
1002044,1,1,一般用户
1002045,1,0,一般用户
1002046,1,8,高价值用户
1002058,1,1,一般用户
1002064,1,0,一般用户
1002066,1,5,高价值用户
1002082,1,0,一般用户
1002093,1,4,高价值用户
1002095,1,4,高价值用户
10021,1,1,一般用户
100210,1,0,一般用户
1002114,1,0,一般用户
1002118,1,3,高价值用户
1002127,1,2,高价值用户
1002128,1,2,高价值用户
1002129,1,0,一般用户
1002132,1,5,高价值用户
1002134,1,0,一般用户
1002137,1,0,一般用户
1002142,1,3,高价值用户
1002147,1,1,一般用户
100215,1,3,高价值用户
1002151,1,0,一般用户
1002166,1,10,高价值用户
1002172,1,2,高价值用户
1002180,1,2,高价值用户
1002183,1,1,一般用户
1002185,1,7,高价值用户
1002186,1,0,一般用户
1002188,1,3,高价值用户
1002191,1,3,高价值用户
1002194,1,3,高价值用户
1002198,1,0,一般用户
1002200,1,1,一般用户
1002201,1,5,高价值用户
1002202,1,3,高价值用户
1002208,1,5,高价值用户
1002213,1,2,高价值用户
1002214,1,0,一般用户
1002218,1,2,高价值用户
1002222,1,11,高价值用户
1002226,1,4,高价值用户
1002228,1,10,高价值用户
1002237,1,9,高价值用户
1002246,1,8,高价值用户
100225,1,2,高价值用户
1002250,1,0,一般用户
1002251,1,5,高价值用户
1002254,2,2,高价值用户
1002255,1,0,一般用户
1002257,1,2,高价值用户
1002260,1,1,一般用户
100227,1,1,一般用户
1002271,1,3,高价值用户
1002273,1,0,一般用户
1002274,1,0,一般用户
1002291,1,1,一般用户
1002295,1,3,高价值用户
1002306,1,1,一般用户
1002307,1,10,高价值用户
1002311,1,2,高价值用户
1002315,1,1,一般用户
1002316,1,2,高价值用户
1002317,1,3,高价值用户
1002328,1,1,一般用户
1002330,1,3,高价值用户
1002331,1,7,高价值用户
1002338,1,0,一般用户
1002339,1,1,一般用户
100234,1,6,高价值用户
1002349,1,5,高价值用户
1002350,1,2,高价值用户
1002356,1,0,一般用户
1002358,1,10,高价值用户
1002364,1,0,一般用户
1002375,1,1,一般用户
1002387,1,7,高价值用户
1002388,1,5,高价值用户
1002392,1,3,高价值用户
10024,1,6,高价值用户
100240,1,0,一般用户
1002402,1,0,一般用户
1002413,1,5,高价值用户
100242,1,5,高价值用户
1002421,1,1,一般用户
1002426,1,1,一般用户
1002428,1,3,高价值用户
100243,1,2,高价值用户
1002431,1,0,一般用户
1002435,1,3,高价值用户
1002442,1,0,一般用户
1002446,1,0,一般用户
1002449,1,5,高价值用户
1002453,1,1,一般用户
1002460,1,2,高价值用户
1002461,1,0,一般用户
1002476,1,0,一般用户
1002478,1,1,一般用户
1002479,1,1,一般用户
1002482,1,0,一般用户
1002484,1,1,一般用户
100249,1,2,高价值用户
1002494,1,1,一般用户
1002501,1,0,一般用户
1002508,1,1,一般用户
1002512,1,1,一般用户
1002514,1,0,一般用户
1002520,1,4,高价值用户
1002526,1,7,高价值用户
1002528,1,0,一般用户
1002534,1,4,高价值用户
1002536,1,0,一般用户
1002542,1,1,一般用户
1002547,1,1,一般用户
1002555,1,0,一般用户
1002561,1,0,一般用户
1002564,1,2,高价值用户
1002566,1,5,高价值用户
100257,1,6,高价值用户
1002573,1,0,一般用户
1002574,1,2,高价值用户
1002578,1,4,高价值用户
1002583,1,0,一般用户
1002587,1,5,高价值用户
1002589,1,8,高价值用户
100259,1,1,一般用户
1002591,1,1,一般用户
1002593,1,1,一般用户
1002597,1,2,高价值用户
1002606,1,0,一般用户
100261,1,2,高价值用户
1002618,1,7,高价值用户
1002623,1,0,一般用户
1002637,1,7,高价值用户
100264,1,2,高价值用户
1002642,1,1,一般用户
1002646,1,0,一般用户
1002648,1,0,一般用户
1002650,1,0,一般用户
1002658,1,0,一般用户
1002661,1,1,一般用户
1002665,1,0,一般用户
1002668,1,0,一般用户
1002672,1,3,高价值用户
1002674,1,0,一般用户
1002677,1,0,一般用户
1002684,1,2,高价值用户
1002685,1,4,高价值用户
1002696,1,2,高价值用户
10027,1,3,高价值用户
1002705,1,7,高价值用户
1002714,1,3,高价值用户
1002725,1,2,高价值用户
100273,1,0,一般用户
1002732,1,0,一般用户
1002733,1,0,一般用户
1002739,1,0,一般用户
100274,1,0,一般用户
1002756,1,2,高价值用户
1002760,1,0,一般用户
1002763,1,12,高价值用户
1002765,1,0,一般用户
1002766,1,1,一般用户
1002767,1,1,一般用户
100277,1,1,一般用户
1002771,1,1,一般用户
1002783,1,0,一般用户
100279,1,3,高价值用户
1002792,1,0,一般用户
1002793,2,1,一般用户
1002796,2,0,一般用户
1002798,1,0,一般用户
1002816,1,0,一般用户
100283,1,0,一般用户
1002831,1,2,高价值用户
100284,1,1,一般用户
1002841,1,0,一般用户
1002844,1,0,一般用户
1002846,1,1,一般用户
1002847,1,3,高价值用户
100285,1,1,一般用户
1002862,1,2,高价值用户
1002877,1,0,一般用户
1002878,1,3,高价值用户
1002886,1,7,高价值用户
1002890,1,1,一般用户
1002893,1,0,一般用户
1002909,1,6,高价值用户
100292,1,2,高价值用户
1002927,1,5,高价值用户
1002928,1,5,高价值用户
1002931,1,2,高价值用户
1002934,1,4,高价值用户
100294,1,5,高价值用户
1002940,1,4,高价值用户
1002943,1,2,高价值用户
1002953,1,0,一般用户
1002955,1,0,一般用户
1002963,1,0,一般用户
1002966,1,0,一般用户
1002970,1,6,高价值用户
1002975,1,1,一般用户
1002980,1,1,一般用户
1002992,1,2,高价值用户
1002996,1,1,一般用户
1003014,1,0,一般用户
1003019,1,0,一般用户
1003022,1,8,高价值用户
1003027,1,4,高价值用户
1003041,1,4,高价值用户
1003044,1,3,高价值用户
1003047,1,2,高价值用户
1003050,1,0,一般用户
1003052,1,1,一般用户
1003057,1,1,一般用户
1003063,2,2,高价值用户
1003065,1,5,高价值用户
100307,1,2,高价值用户
1003071,1,1,一般用户
1003072,1,0,一般用户
1003073,1,1,一般用户
1003076,1,3,高价值用户
100308,1,1,一般用户
1003086,1,0,一般用户
1003093,1,1,一般用户
1003095,1,4,高价值用户
1003106,1,0,一般用户
1003110,1,2,高价值用户
1003117,1,0,一般用户
1003120,1,0,一般用户
1003122,1,1,一般用户
1003123,1,1,一般用户
1003124,1,1,一般用户
1003125,1,0,一般用户
100313,1,1,一般用户
1003130,1,0,一般用户
1003131,1,5,高价值用户
1003146,1,0,一般用户
1003152,1,2,高价值用户
1003153,1,0,一般用户
1003157,1,2,高价值用户
1003163,1,5,高价值用户
1003171,1,2,高价值用户
1003176,1,2,高价值用户
1003177,1,6,高价值用户
100318,1,2,高价值用户
1003183,1,4,高价值用户
1003184,1,2,高价值用户
1003188,1,0,一般用户
1003190,1,1,一般用户
1003191,1,6,高价值用户
1003194,1,0,一般用户
1003199,1,1,一般用户
1003200,1,5,高价值用户
1003205,1,0,一般用户
100322,1,0,一般用户
1003221,1,1,一般用户
1003226,1,1,一般用户
1003227,1,1,一般用户
1003230,1,1,一般用户
1003239,1,3,高价值用户
100324,1,2,高价值用户
1003249,1,6,高价值用户
1003250,1,1,一般用户
1003259,1,0,一般用户
1003264,1,3,高价值用户
1003273,1,4,高价值用户
1003274,1,1,一般用户
1003281,1,1,一般用户
1003283,1,1,一般用户
1003288,1,0,一般用户
1003291,1,0,一般用户
1003292,1,1,一般用户
1003293,2,1,一般用户
1003296,1,2,高价值用户
1003297,1,0,一般用户
1003298,1,1,一般用户
1003306,1,1,一般用户
1003311,1,0,一般用户
1003319,1,3,高价值用户
1003321,1,6,高价值用户
1003326,1,1,一般用户
1003327,1,0,一般用户
1003329,1,2,高价值用户
1003332,1,3,高价值用户
1003341,1,3,高价值用户
1003343,1,3,高价值用户
1003346,1,0,一般用户
1003348,1,1,一般用户
1003351,1,5,高价值用户
1003352,1,0,一般用户
1003359,1,1,一般用户
100336,1,0,一般用户
1003366,1,0,一般用户
1003377,1,0,一般用户
100338,1,0,一般用户
100339,1,1,一般用户
1003390,1,4,高价值用户
1003397,1,2,高价值用户
10034,1,4,高价值用户
100340,1,3,高价值用户
1003410,1,2,高价值用户
100342,1,0,一般用户
1003422,1,3,高价值用户
1003425,1,0,一般用户
1003428,1,8,高价值用户
1003432,1,1,一般用户
1003440,1,2,高价值用户
1003448,1,0,一般用户
1003457,1,1,一般用户
100346,1,1,一般用户
1003463,1,1,一般用户
1003467,1,1,一般用户
1003470,1,0,一般用户
1003475,1,1,一般用户
1003476,1,0,一般用户
1003479,1,2,高价值用户
1003482,1,0,一般用户
1003483,1,0,一般用户
1003492,1,2,高价值用户
1003495,1,0,一般用户
1003499,1,1,一般用户
10035,1,4,高价值用户
1003505,1,0,一般用户
1003509,1,4,高价值用户
1003510,1,7,高价值用户
1003512,1,1,一般用户
1003514,1,2,高价值用户
1003519,1,0,一般用户
1003531,1,3,高价值用户
1003550,1,2,高价值用户
1003553,1,2,高价值用户
1003556,1,0,一般用户
1003557,1,0,一般用户
1003559,1,4,高价值用户
100356,1,6,高价值用户
1003561,1,4,高价值用户
1003562,1,4,高价值用户
100357,2,2,高价值用户
1003571,1,2,高价值用户
1003581,2,0,一般用户
1003584,1,2,高价值用户
1003586,1,5,高价值用户
1003589,1,0,一般用户
1003597,1,0,一般用户
1003598,1,1,一般用户
1003610,1,3,高价值用户
1003611,1,6,高价值用户
1003612,1,1,一般用户
1003613,1,0,一般用户
1003621,1,0,一般用户
1003627,1,2,高价值用户
1003628,1,4,高价值用户
1003629,1,1,一般用户
100363,1,2,高价值用户
1003633,1,0,一般用户
1003643,1,3,高价值用户
1003646,1,0,一般用户
1003653,1,0,一般用户
1003656,1,6,高价值用户
1003661,1,0,一般用户
1003664,2,0,一般用户
1003685,1,1,一般用户
1003693,1,1,一般用户
100370,1,2,高价值用户
1003703,1,2,高价值用户
1003707,1,3,高价值用户
1003710,1,0,一般用户
1003711,1,3,高价值用户
1003713,1,0,一般用户
1003714,1,0,一般用户
1003716,1,9,高价值用户
1003724,1,5,高价值用户
1003725,1,1,一般用户
1003733,1,1,一般用户
1003740,1,3,高价值用户
1003743,1,1,一般用户
1003748,1,1,一般用户
1003752,1,0,一般用户
1003756,1,1,一般用户
1003757,1,1,一般用户
1003759,1,0,一般用户
1003761,1,1,一般用户
1003766,1,2,高价值用户
1003767,1,3,高价值用户
100377,1,3,高价值用户
1003775,1,0,一般用户
1003781,1,5,高价值用户
1003782,1,2,高价值用户
1003792,1,1,一般用户
1003799,1,0,一般用户
1003807,1,1,一般用户
1003816,1,0,一般用户
1003821,1,2,高价值用户
1003822,1,0,一般用户
1003826,1,10,高价值用户
1003837,1,6,高价值用户
1003838,1,3,高价值用户
1003843,1,0,一般用户
1003846,1,2,高价值用户
1003851,1,0,一般用户
1003854,1,0,一般用户
1003855,1,1,一般用户
100386,1,0,一般用户
1003863,1,1,一般用户
1003866,1,1,一般用户
1003867,1,2,高价值用户
1003871,2,3,高价值用户
1003874,1,0,一般用户
1003875,1,1,一般用户
1003879,1,0,一般用户
100388,1,3,高价值用户
1003881,1,0,一般用户
1003882,1,0,一般用户
1003885,1,4,高价值用户
1003887,1,1,一般用户
1003890,1,0,一般用户
1003893,1,1,一般用户
1003894,1,1,一般用户
1003901,1,31,高价值用户
1003906,1,9,高价值用户
1003912,1,1,一般用户
1003914,1,1,一般用户
1003916,1,0,一般用户
1003938,1,2,高价值用户
1003940,1,3,高价值用户
1003941,1,4,高价值用户
1003942,1,0,一般用户
1003947,1,1,一般用户
100395,1,2,高价值用户
1003961,1,1,一般用户
1003963,1,0,一般用户
1003965,1,2,高价值用户
1003971,1,0,一般用户
1003975,1,5,高价值用户
1003979,1,2,高价值用户
1003983,1,43,高价值用户
1003988,1,2,高价值用户
1003990,1,0,一般用户
1003991,1,1,一般用户
1003993,1,1,一般用户
1003998,1,2,高价值用户
100400,1,0,一般用户
1004001,1,1,一般用户
1004002,1,1,一般用户
1004006,1,0,一般用户
100401,1,2,高价值用户
1004019,1,2,高价值用户
1004020,1,1,一般用户
1004021,1,3,高价值用户
1004026,1,1,一般用户
1004028,1,0,一般用户
1004032,1,2,高价值用户
1004035,1,0,一般用户
100404,1,0,一般用户
1004050,1,0,一般用户
1004057,1,0,一般用户
1004068,1,4,高价值用户
1004073,1,1,一般用户
1004075,1,4,高价值用户
1004080,1,0,一般用户
1004082,1,2,高价值用户
1004087,1,2,高价值用户
100409,1,0,一般用户
1004096,1,12,高价值用户
1004106,1,3,高价值用户
1004115,1,1,一般用户
1004116,1,0,一般用户
1004118,1,1,一般用户
1004120,1,0,一般用户
1004122,1,3,高价值用户
1004132,1,0,一般用户
1004134,1,0,一般用户
1004138,1,0,一般用户
1004140,2,1,一般用户
1004146,1,1,一般用户
1004149,1,0,一般用户
1004161,1,2,高价值用户
1004165,1,4,高价值用户
1004172,1,5,高价值用户
1004183,1,2,高价值用户
1004188,1,0,一般用户
1004192,1,3,高价值用户
1004196,1,2,高价值用户
1004201,1,1,一般用户
1004204,1,0,一般用户
1004207,1,1,一般用户
1004212,1,3,高价值用户
1004215,1,0,一般用户
1004227,1,0,一般用户
1004228,1,6,高价值用户
1004232,1,3,高价值用户
1004236,1,0,一般用户
1004237,1,0,一般用户
1004238,1,8,高价值用户
1004240,2,0,一般用户
1004246,1,1,一般用户
1004248,1,0,一般用户
1004251,1,0,一般用户
1004259,1,3,高价值用户
1004269,1,4,高价值用户
1004270,1,0,一般用户
1004274,1,2,高价值用户
1004277,1,1,一般用户
100428,1,1,一般用户
1004282,1,1,一般用户
1004287,1,0,一般用户
1004289,1,1,一般用户
100429,1,0,一般用户
1004296,1,2,高价值用户
1004298,1,2,高价值用户
1004299,1,0,一般用户
1004302,1,1,一般用户
1004303,1,1,一般用户
1004308,1,0,一般用户
1004319,1,1,一般用户
1004327,1,5,高价值用户
1004332,1,0,一般用户
1004335,1,3,高价值用户
1004337,1,6,高价值用户
1004339,1,5,高价值用户
1004341,1,3,高价值用户
1004350,1,2,高价值用户
1004353,1,1,一般用户
1004354,1,1,一般用户
1004357,1,3,高价值用户
1004358,1,0,一般用户
1004362,1,1,一般用户
1004366,1,3,高价值用户
1004368,1,2,高价值用户
1004377,1,0,一般用户
1004378,1,2,高价值用户
1004381,1,5,高价值用户
1004396,1,2,高价值用户
10044,1,2,高价值用户
100440,1,1,一般用户
1004403,2,2,高价值用户
1004405,1,2,高价值用户
1004406,1,3,高价值用户
1004410,1,2,高价值用户
1004413,1,2,高价值用户
1004420,1,3,高价值用户
1004423,1,0,一般用户
1004426,1,1,一般用户
1004427,1,1,一般用户
1004428,1,0,一般用户
1004436,1,0,一般用户
1004440,1,0,一般用户
1004441,1,1,一般用户
1004442,1,4,高价值用户
1004443,1,1,一般用户
1004444,1,2,高价值用户
1004446,1,2,高价值用户
1004448,1,7,高价值用户
1004454,1,2,高价值用户
1004458,1,12,高价值用户
1004460,1,0,一般用户
1004463,1,9,高价值用户
1004466,1,2,高价值用户
1004467,1,1,一般用户
1004471,1,3,高价值用户
1004474,1,1,一般用户
1004475,1,0,一般用户
1004477,1,3,高价值用户
1004490,1,3,高价值用户
1004494,1,0,一般用户
1004497,1,1,一般用户
10045,1,1,一般用户
1004504,1,4,高价值用户
1004505,1,0,一般用户
100451,1,3,高价值用户
1004510,1,0,一般用户
1004516,1,2,高价值用户
1004523,1,6,高价值用户
100453,1,1,一般用户
1004533,1,2,高价值用户
1004536,1,0,一般用户
1004538,1,3,高价值用户
1004555,1,2,高价值用户
1004560,1,4,高价值用户
1004562,1,1,一般用户
1004565,1,2,高价值用户
1004569,1,0,一般用户
1004570,2,1,一般用户
1004572,1,6,高价值用户
1004577,1,3,高价值用户
1004580,1,1,一般用户
1004584,1,15,高价值用户
1004587,1,0,一般用户
1004599,1,1,一般用户
1004602,1,0,一般用户
1004603,1,6,高价值用户
1004604,1,1,一般用户
1004606,1,3,高价值用户
1004608,2,1,一般用户
